Contig	220804_BK_C1_DNA_brine_C_sorted RPKM	220805_BK_F1_DNA_brine_sorted RPKM	220805_BK_F3_DNA_brine_C_sorted RPKM	220805_MW_S1_DNA_Brine_sorted RPKM	220805_MW_S2_DNA_Brine_B_sorted RPKM	220805_MW_S3_DNA_Brine_sorted RPKM	220805_MW_S4_DNA_Brine_sorted RPKM	220806_BK_F5_DNA_brine_A_sorted RPKM	220806_BK_F6D_DNA_brine_sorted RPKM	220806_BK_F6E_DNA_brine_sorted RPKM	220806_MW_S5_DNA_Brine_A_sorted RPKM	220806_MW_S6_DNA_Brine_sorted RPKM	220807_BK_F8_DNA_brine_C_sorted RPKM	220807_MW_S7_DNA_Brine_B_sorted RPKM	220807_MW_S8_DNA_Brine_A_sorted RPKM	220808_BK_F10_DNA_brine_B_sorted RPKM	220808_BK_F11_DNA_brine_A_sorted RPKM	220808_BK_F12_DNA_brine_C_sorted RPKM	220808_BK_F13_DNA_brine_C_sorted RPKM	220808_BK_F14_DNA_brine_C_sorted RPKM	220808_BK_F15_DNA_brine_B_sorted RPKM	220808_BK_F9_DNA_brine_A_sorted RPKM	220809_MW_F8_DNA_BrineA_A_sorted RPKM	220809_MW_F8_DNA_BrineB_A_sorted RPKM	220809_MW_S9_DNA_BrineA_A_sorted RPKM	220809_MW_S9_DNA_BrineB_A_sorted RPKM	220809_MW_S9_DNA_BrineC_A_sorted RPKM	220811_JW_F17_DNA_Brine_A_sorted RPKM	220811_JW_F18_DNA_Brine_B_sorted RPKM	220811_JW_F19_DNA_Brine_A_sorted RPKM	220811_JW_F20_DNA_Brine_A_sorted RPKM	220811_JW_F21_DNA_Brine_sorted RPKM	220811_MW_F13_DNA_Brine_B_sorted RPKM	220811_MW_F14_DNA_Brine_C_sorted RPKM	220812_MW_F10_DNA_Brine_B_sorted RPKM	220812_MW_F11_DNA_Brine_A_sorted RPKM	220812_MW_F12_DNA_Brine_B_sorted RPKM	220812_MW_F9_DNA_Brine_sorted RPKM	220813_JW_F23_DNA_Brine_A_sorted RPKM	220813_JW_F25_DNA_Brine_A_sorted RPKM	220813_LF_F9_DNA_Brine_sorted RPKM	220814_MW_F9_DNA_Brine_C_sorted RPKM	220815_LF_B1_DNA_brine_A_sorted RPKM	220815_LF_B2_DNA_brine_B_sorted RPKM	220815_LF_B3_DNA_brine_A_sorted RPKM	220816_LF_B4_DNA_brine_C_sorted RPKM	220816_LF_B5_DNA_brine_C_sorted RPKM	220816_LF_B6_DNA_brine_A_sorted RPKM	220816_LF_B7_DNA_brine_B_sorted RPKM	220817_LF_B8_DNA_brine_C_sorted RPKM
NODE_163_length_9107_cov_6.534357	0	2327.46	555.5902	164.47429	0	0	0	0	0	0	0	0	0	0	0	1227.5515	0	0	0	0	0	0	0	0	4155.432	3835.5115	731.4861	0	0	0	0	348.11133	0	0	0	0	0	0	2607.301	0	0	380.47403	0	0	0	0	0	0	0	0
NODE_1640_length_3777_cov_147.988178	0	0	0	0	0	0	223.45097	0	0	971.57874	0	0	0	0	186.40408	0	529.98376	0	0	0	0	0	0	0	0	0	0	0	591.2445	594.94855	1325.35	171.35655	0	0	0	851.20807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1640_length_4855_cov_75.037917	0	0	0	0	0	0	0	0	0	0	0	608.6569	343.372	0	0	0	0	0	0	0	0	0	369.868	378.37115	0	0	3912.1763	0	0	0	0	0	0	0	0	0	0	0	4509.38	0	0	0	0	0	0	0	0	0	0	0
NODE_1641_length_5221_cov_7.253968	0	0	0	666.8833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722.81635	0	0	0	0	0	0	0	0	0	0	0	0	0	559.63556	0	0	0	252.14664	0	0	0	0	0	0	0	0	480.3261	0	0	0
NODE_1641_length_6342_cov_9.565293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.44374	0	0	0
NODE_1642_length_6161_cov_6.145594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.15558	75.03935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1643_length_4637_cov_6.895024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.57084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1643_length_5181_cov_5.916894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.7064	0	0	0	0
NODE_1643_length_6791_cov_10.336847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.13208	0	0	0	0	0	0	0	0	0	0	0	0	0	190.75082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1643_length_7328_cov_9.306064	0	0	0	0	0	0	0	0	0	0	0	0	109.69696	0	0	0	0	0	0	0	0	0	42.301895	36.06763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1643_length_7544_cov_12.380158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.538704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.778713	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1644_length_4854_cov_16.101688	0	0	0	0	0	0	0	0	0	0	0	134.50471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1644_length_6811_cov_7.837034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.136765	68.45176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1646_length_6590_cov_12.222647	0	0	0	0	0	719.9683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1647_length_9721_cov_10.627457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.64887	0	0	10.0853195	0	0	0
NODE_1649_length_4159_cov_8.738548	0	0	629.6628	2117.9731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1649_length_7613_cov_13.287378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.19159
NODE_164_length_35749_cov_19.264638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.1043	0
NODE_1650_length_4625_cov_229.755799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1963.8586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1650_length_9713_cov_7.901532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.23606	0	0	0	0	0	0
NODE_1651_length_6312_cov_12.783762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.812286	0	0	0
NODE_1651_length_6447_cov_31.952284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.47766	182.70459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1651_length_7597_cov_9.085123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.27398
NODE_1651_length_9711_cov_6.599006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.37371	0	0	0	0	0	0
NODE_1653_length_6763_cov_84.270125	0	0	0	536.8316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041.932	0	0	0	0	0	0	0	0	0	0	0	0	0	559.8878	0	0	0	298.47232	0	0	0	0	0	0	0	0	34.34211	0	0	0
NODE_1653_length_7227_cov_6.272170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425.1836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1654_length_7526_cov_10.147370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.57603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.7567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1654_length_7585_cov_72.099602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656.20825
NODE_1655_length_4621_cov_4.586290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.981174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1656_length_4620_cov_259.713472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1749.1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1656_length_7521_cov_5.646799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.47246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.44519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1657_length_5154_cov_9.171210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.27337	0	0	0	0
NODE_1657_length_6570_cov_7.519724	0	0	0	0	0	431.8564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1657_length_7567_cov_12.859824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.72496
NODE_1658_length_5190_cov_7.084518	0	0	0	252.2917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.57425	0	0	0	0	0	0	0	0	0	0	0	0	0	171.58441	0	0	0	0	333.37216	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1658_length_6284_cov_9.342431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.83834	0	0	0
NODE_1658_length_6744_cov_6.897444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.54043	0	0	0	0	0	0	0	0	0	0	0	0	0	80.54975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1659_length_3764_cov_6.142626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.823545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.809875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1659_length_7512_cov_8.329623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.886227	0	0	0	0	0	0	0	0	0	0	0	0	0	23.448809	0	0	0	0	63.984715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_165_length_27023_cov_13.053656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.784325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.461334	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_165_length_35655_cov_17.178933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.017944	0
NODE_1660_length_4834_cov_9.103369	0	0	0	0	0	0	0	0	0	0	0	80.458145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1660_length_6622_cov_10.488199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780.144	0	0	0	0	0
NODE_1660_length_7508_cov_18.127600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.00238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.99597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1661_length_7288_cov_69.123185	0	0	0	0	0	0	0	0	0	0	0	0	303.75098	0	0	0	0	0	0	0	0	0	124.55195	145.7381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1662_length_6738_cov_40.163699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.53792	0	0	0	0	0	0	0	0	0	0	0	0	0	751.8311	0	0	0	0	0	0	0	0	0	0	0	1362.966	214.38759	0	0	0
NODE_1662_length_7552_cov_7.357210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.67991
NODE_1663_length_5162_cov_7.807715	0	0	0	0	0	0	0	0	0	515.0731	0	0	0	0	271.1575	0	52.782375	0	0	0	0	0	0	0	0	0	0	0	228.3217	231.39745	725.01965	0	0	0	0	110.697464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1664_length_6104_cov_10.235576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.708176	129.30128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1664_length_6267_cov_50.387637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.192764	132.94302	0	0	0
NODE_1666_length_6409_cov_6.299654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.231388	43.68375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1666_length_6726_cov_6.835857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.901833	0	0	0	0	0	0	0	0	0	0	0	0	0	76.94211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1666_length_7836_cov_42.374373	0	0	0	155.70662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278.79077	0	0	0	0	0	0	0	0	0	0	0	0	0	240.3248	0	0	0	0	212.80156	0	0	0	0	0	0	0	23.467997	0	0	0	0
NODE_1667_length_6532_cov_6.406515	0	0	0	0	0	388.51874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1667_length_9332_cov_7.176350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.20766	0	0	0	0	0	0	0	0	0	0	0	0	0	41.333447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1669_length_4359_cov_220.096422	0	0	0	9398.522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16531.043	30.847054	0	0	0	0	0	0	0	0	0	0	0	0	11087.595	0	0	31.471012	0	9438.503	0	0	0	0	14045.028	0	1365.2219	0	0	0	0	0
NODE_166_length_35584_cov_25.675364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.461044	0
NODE_1670_length_6084_cov_25.363410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258.838	291.24097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1670_length_7521_cov_7.366193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.94376
NODE_1672_length_6394_cov_12.475943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.25878	85.98808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1673_length_6391_cov_13.606534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.18978	84.155136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1673_length_9274_cov_13.112377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.004	0	0	0	0	0	0	0	0	0	0	0	0	0	55.975826	0	0	0	0	0	0	0	0	0	0	0	765.30133	505.78998	0	0	0
NODE_1674_length_4799_cov_37.414629	0	0	0	0	0	0	0	0	0	0	0	323.6334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1674_length_6723_cov_5.571236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.97018	47.85972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1674_length_9655_cov_11.153125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.09279	0	0	0	0	0	0
NODE_1675_length_6071_cov_10.474900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.13305	116.50312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1675_length_6578_cov_15.300015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.99241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534.0051	0	1165.8181	0	0	0	0	0
NODE_1676_length_6388_cov_26.270330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.73979	119.083534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1677_length_6238_cov_6.360019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.06153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.57391	0	0	0
NODE_1678_length_7498_cov_11.644364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.5218
NODE_1679_length_3742_cov_5.847573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.78168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.871506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1679_length_5103_cov_13.345880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236.72375	0	0	0	0
NODE_167_length_30385_cov_122.651203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639.3478	672.7777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_167_length_8701_cov_17.279667	0	0	1559.0883	494.7855	0	0	0	0	0	0	0	0	0	0	0	2029.7688	0	0	0	0	0	1873.9847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548.2808	0	0	2152.0764	1590.003	0	0	0	0	0	0	0	0
NODE_1681_length_4596_cov_5.508258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.30073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1681_length_4788_cov_5.797380	0	0	0	0	0	0	0	0	0	0	0	54.21494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1681_length_6225_cov_15.348622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.648506	0	0	0
NODE_1682_length_4784_cov_7.064496	0	0	0	0	0	0	0	0	0	0	0	65.95272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1682_length_7488_cov_8.147720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628.40936	0	0	81.87483
NODE_1683_length_3736_cov_8.770443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.692387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1683_length_5096_cov_24.175957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416.23553	0	0	0	0
NODE_1683_length_9637_cov_11.653726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.50587	0	0	0	0	0	0
NODE_1685_length_3730_cov_31.561088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.58643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370.26926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1685_length_4594_cov_5.965852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.362602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1685_length_7478_cov_16.385828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.09587
NODE_1685_length_7586_cov_10.566990	0	0	0	0	0	0	1252.6934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1687_length_7474_cov_14.178056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150.23763
NODE_1688_length_5871_cov_8.457531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.43623	0	0	0	0	0	0	0	0	0	0	0	0	0	312.60562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1688_length_6671_cov_12.028265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.13956	0	0	0	0	0	0	0	0	0	0	0	0	0	111.787224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1688_length_7116_cov_6.833876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346.64508	0	111.94259	71.74665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.699425	0
NODE_1688_length_7435_cov_7.809485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.52908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1689_length_3725_cov_110.579019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471.55237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659.5708	0	0	0	0	0	0	0	99.02893	0	0	0	0	0	0
NODE_1689_length_6660_cov_7.823921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.23459	0	0	0	0	0	0	0	0	0	0	0	0	0	140.20613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1689_length_9612_cov_9.466883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.59126	0	0	0	0	0	0
NODE_168_length_35484_cov_11.753422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.541183	0
NODE_1690_length_5212_cov_9.528990	0	0	0	0	0	0	0	0	0	0	0	0	213.16838	0	0	0	0	0	0	0	0	0	118.24089	88.50729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1690_length_9216_cov_7.994324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.558468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1690_length_9612_cov_9.113634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.721313	0	0	0	0	0	0
NODE_1691_length_4779_cov_5.073243	0	0	0	0	0	0	0	0	0	0	0	52.12241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1692_length_5931_cov_6.795439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289.42474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
