Contig	220804_BK_C1_DNA_brine_C_sorted RPKM	220805_BK_F1_DNA_brine_sorted RPKM	220805_BK_F3_DNA_brine_C_sorted RPKM	220805_MW_S1_DNA_Brine_sorted RPKM	220805_MW_S2_DNA_Brine_B_sorted RPKM	220805_MW_S3_DNA_Brine_sorted RPKM	220805_MW_S4_DNA_Brine_sorted RPKM	220806_BK_F5_DNA_brine_A_sorted RPKM	220806_BK_F6D_DNA_brine_sorted RPKM	220806_BK_F6E_DNA_brine_sorted RPKM	220806_MW_S5_DNA_Brine_A_sorted RPKM	220806_MW_S6_DNA_Brine_sorted RPKM	220807_BK_F8_DNA_brine_C_sorted RPKM	220807_MW_S7_DNA_Brine_B_sorted RPKM	220807_MW_S8_DNA_Brine_A_sorted RPKM	220808_BK_F10_DNA_brine_B_sorted RPKM	220808_BK_F11_DNA_brine_A_sorted RPKM	220808_BK_F12_DNA_brine_C_sorted RPKM	220808_BK_F13_DNA_brine_C_sorted RPKM	220808_BK_F14_DNA_brine_C_sorted RPKM	220808_BK_F15_DNA_brine_B_sorted RPKM	220808_BK_F9_DNA_brine_A_sorted RPKM	220809_MW_F8_DNA_BrineA_A_sorted RPKM	220809_MW_F8_DNA_BrineB_A_sorted RPKM	220809_MW_S9_DNA_BrineA_A_sorted RPKM	220809_MW_S9_DNA_BrineB_A_sorted RPKM	220809_MW_S9_DNA_BrineC_A_sorted RPKM	220811_JW_F17_DNA_Brine_A_sorted RPKM	220811_JW_F18_DNA_Brine_B_sorted RPKM	220811_JW_F19_DNA_Brine_A_sorted RPKM	220811_JW_F20_DNA_Brine_A_sorted RPKM	220811_JW_F21_DNA_Brine_sorted RPKM	220811_MW_F13_DNA_Brine_B_sorted RPKM	220811_MW_F14_DNA_Brine_C_sorted RPKM	220812_MW_F10_DNA_Brine_B_sorted RPKM	220812_MW_F11_DNA_Brine_A_sorted RPKM	220812_MW_F12_DNA_Brine_B_sorted RPKM	220812_MW_F9_DNA_Brine_sorted RPKM	220813_JW_F23_DNA_Brine_A_sorted RPKM	220813_JW_F25_DNA_Brine_A_sorted RPKM	220813_LF_F9_DNA_Brine_sorted RPKM	220814_MW_F9_DNA_Brine_C_sorted RPKM	220815_LF_B1_DNA_brine_A_sorted RPKM	220815_LF_B2_DNA_brine_B_sorted RPKM	220815_LF_B3_DNA_brine_A_sorted RPKM	220816_LF_B4_DNA_brine_C_sorted RPKM	220816_LF_B5_DNA_brine_C_sorted RPKM	220816_LF_B6_DNA_brine_A_sorted RPKM	220816_LF_B7_DNA_brine_B_sorted RPKM	220817_LF_B8_DNA_brine_C_sorted RPKM
NODE_2531_length_8557_cov_7.081040	0	0	0	0	0	0	0	0	0	287.4239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2532_length_4220_cov_4.817527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.50354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2532_length_4746_cov_20.908761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224.28549	220.82645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2532_length_8162_cov_9.648575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.865894	0
NODE_2533_length_4560_cov_12.546282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.60694	115.320854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2533_length_8161_cov_49.485813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.2345	0
NODE_2534_length_4102_cov_5.602422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.311943	54.82796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2534_length_4740_cov_5.015368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.924683	55.567932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2534_length_5564_cov_6.894718	0	0	0	0	0	0	0	0	0	0	0	0	82.717606	0	0	0	0	0	0	0	0	0	33.738678	43.66684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2535_length_4713_cov_62.858738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236.26668	0	0	0
NODE_2536_length_5365_cov_12.755744	0	0	0	0	0	0	0	0	0	0	0	0	86.562126	0	0	0	0	0	0	0	0	0	63.99509	77.41551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2536_length_5962_cov_22.311833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.22067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244.1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2536_length_7508_cov_13.790420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.743324	0	0	0	0	0	0
NODE_2537_length_5306_cov_6.475909	0	0	0	0	0	0	351.17227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.278564
NODE_2537_length_8155_cov_7.093704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.29481	0
NODE_2538_length_4706_cov_110.834874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.823868	0	0	0	0	0	0	0	0	0	0	0	0	0	120.897255	0	0	0	0	0	0	0	0	0	0	0	52.5515	257.60474	0	0	0
NODE_2539_length_4706_cov_26.698344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.623991	0	87.92271	107.00859	0	0	0
NODE_2539_length_5999_cov_6.225437	0	0	0	0	0	0	0	0	1105.4398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_253_length_7414_cov_9.780405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600.4967	0	0	0	0	0	1455.1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2540_length_3785_cov_159.405362	0	0	0	0	0	0	0	0	0	0	0	1491.9371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2540_length_3803_cov_3.842850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.115818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2540_length_4734_cov_8.257961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.13758	81.70669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.321596	0
NODE_2540_length_5024_cov_19.947877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812.5145	0	0	0	0	0	0	0	0	0	0	0	0	0	365.00693	0	0	0	155.97247	0	0	0	0	0	147.15205	0	0	1035.6934	0	0	0
NODE_2541_length_4706_cov_8.044507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.517056	0	0	0
NODE_2541_length_5954_cov_8.530937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.94334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.73878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2541_length_8141_cov_220.436928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884.63934	0
NODE_2542_length_8140_cov_6.893012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.746586	0
NODE_2543_length_4259_cov_6.240247	0	0	0	0	0	0	0	0	0	0	0	0	0	3701.0938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2543_length_5549_cov_11.274299	0	0	0	0	0	0	0	0	0	0	0	0	122.5353	0	0	0	0	0	0	0	0	0	95.25782	87.56976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2544_length_7046_cov_59.915606	0	0	0	178.79587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.62546	0	0	0	0	0	0	0	0	0	0	0	0	0	505.01013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2545_length_4091_cov_3.911051	0	0	0	0	0	0	0	0	0	0	0	0	112.75531	0	0	0	0	0	0	0	0	0	53.433716	77.84835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2549_length_7039_cov_42.631873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.40283	0	0	0	0	0	0	0	0	0	0	0	0	0	90.8735	0	0	0	0	0	0	0	0	0	0	0	0	213.39178	0	0	0
NODE_2549_length_8133_cov_7.850582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.03939	0
NODE_254_length_29726_cov_32.581039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.85275	542.4344	0	0	320.42755
NODE_2550_length_4536_cov_25.908949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.05597	169.32831	0	0	0	0	0	0	0	0	0	0	0	0	0	82.22072	0	0	0	0	0	0
NODE_2550_length_7479_cov_7.254176	0	0	0	477.48016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561.1543	0	0	0	0	0	0	0	0	0	0	0	0	0	1668.8563	0	0	0	196.13718	0	0	0	0	0	39.321915	0	358.43674	179.8445	0	0	0
NODE_2551_length_3779_cov_5.783835	0	0	0	0	0	0	0	0	0	0	0	55.738697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2552_length_5585_cov_4.885353	0	0	0	0	0	0	594.64526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2552_length_5923_cov_26.455521	0	0	0	112.20945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.21545	0	0	0	0	0	0	0	0	0	0	0	0	0	234.95557	0	0	0	0	277.29825	0	0	0	0	0	0	153.15309	0	0	0	0	0
NODE_2552_length_7032_cov_33.941235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.9287	0	0	0	0	0	0	0	0	0	0	0	0	0	271.52054	0	0	0	0	0	0	0	0	0	0	0	50.498863	248.02165	0	0	0
NODE_2553_length_3774_cov_44.166443	0	0	0	0	0	0	0	0	0	0	0	364.98163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2553_length_8122_cov_8.453700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.96258	0
NODE_2554_length_3792_cov_7.067969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.776913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2554_length_7473_cov_11.182799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.221794	0	0	0	0	0	0
NODE_2555_length_5384_cov_10.922875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745.2114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.08015	0
NODE_2556_length_4683_cov_21.067416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.80084	0	0	0
NODE_2557_length_3772_cov_20.975787	0	0	0	0	0	0	0	0	0	0	0	218.03922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2557_length_3791_cov_201.261510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.1893	212.07869	1697.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2557_length_4388_cov_9.582737	0	0	0	302.92462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486.53244	0	0	0	0	0	0	0	0	0	0	0	0	0	364.4283	0	0	0	0	325.72855	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2557_length_5339_cov_5.901968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.8584	54.424007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2559_length_4672_cov_9.325753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.201218	0	0	0
NODE_2559_length_4715_cov_9.057940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.05612	95.31795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_255_length_22503_cov_13.088471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.730843	0	0	0
NODE_255_length_22861_cov_11.943962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.73228	0	0	0	0	0	0	0	0	0	0	0	0	0	107.56261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2560_length_7467_cov_6.547760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.40539	0	0	0	0	0	0
NODE_2561_length_4990_cov_27.321986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.719604	0	0	0	0	0	0	0	0	0	0	0	0	0	267.3269	0	0	0	0	0	0	0	0	0	0	0	36.535053	0	0	0	0
NODE_2562_length_4073_cov_8.647835	0	0	0	0	0	0	0	0	0	0	0	0	180.48996	0	0	0	0	0	0	0	0	0	114.61698	144.29318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2563_length_4704_cov_19.547430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.90334	196.9551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2563_length_5333_cov_8.244411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.77918	69.568726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2563_length_5372_cov_4.839947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320.4121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2564_length_3917_cov_11.889177	0	0	0	1600.5155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2890.181	0	0	0	0	0	0	0	0	0	0	0	0	0	1491.8851	0	0	0	803.4109	0	0	0	0	0	0	0	0	972.44464	0	0	0
NODE_2564_length_5269_cov_12.765056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.88037
NODE_2564_length_5371_cov_35.765425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2419.3362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.526172	0
NODE_2564_length_7010_cov_6.881524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.306194	0	0	0	0	0	0	0	0	0	0	0	0	0	57.08821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2566_length_3800_cov_5.249933	0	0	0	308.03128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454.1608	0	0	0	0	0	0	0	0	0	0	0	0	0	233.88728	0	0	0	168.26903	0	0	0	0	0	0	0	0	38.74736	0	0	0
NODE_2566_length_5968_cov_4.807035	0	0	0	0	0	0	0	0	866.9366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2567_length_4517_cov_5.393545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.39589	34.456657	0	0	0	0	0	0	0	0	0	0	0	0	0	36.608643	0	0	0	0	0	0
NODE_2567_length_4662_cov_165.946603	0	0	0	312.7818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432.8255	0	0	0	0	0	0	0	0	0	0	0	0	0	338.2172	0	0	0	0	321.37582	0	0	0	0	283.89105	0	0	126.49784	521.236	0	13.326687	0
NODE_2567_length_4984_cov_17.283222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.66776	0	0	0	0	0	0	0	0	0	0	0	0	0	301.83038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2568_length_5265_cov_6.962572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.71833
NODE_2568_length_5562_cov_5.620665	0	0	0	0	0	0	685.7831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2569_length_3764_cov_132.708547	0	0	0	0	0	0	0	0	0	0	0	1099.9435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2569_length_8096_cov_9.998756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.988388	0
NODE_2570_length_3810_cov_18.058322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.84433	0	333.7043	251.33923	0	0	0
NODE_2570_length_8095_cov_7.939925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.23494	0
NODE_2571_length_4512_cov_5.761050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.89101	56.538887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2574_length_3804_cov_10.523340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.11534	0	0	0	0
NODE_2574_length_6996_cov_7.102147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.030518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2575_length_4681_cov_69.376783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603.7494	608.52423	0	0	0	0	0	0	0	0	0	0	0	0	0	1222.8248	0	917.1122	451.57364	0	0	282.77188
NODE_2576_length_5248_cov_5.497593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.0577
NODE_2577_length_8088_cov_17.531308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.11052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.242744	0
NODE_2578_length_3782_cov_3.975584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.906002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2578_length_3799_cov_28.280182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487.40054	0	0	0	0
NODE_2578_length_5244_cov_8.171131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.30165
NODE_2579_length_5243_cov_6.716461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.188385
NODE_2579_length_7433_cov_32.087287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220.14168	0	0	0	0	0	0
NODE_2579_length_8082_cov_38.202815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.34741	0
NODE_2580_length_7428_cov_19.919571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.162846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.51023	0	0	0	0	0	0	0	122.885574	0	0	0	0	0	0
NODE_2581_length_3747_cov_387.306609	0	0	0	0	0	0	0	0	0	0	0	7042.9336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2581_length_4496_cov_4.942355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.485313	56.330414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2581_length_7424_cov_29.847333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.87303	0	0	0	0	0	0
NODE_2582_length_7421_cov_13.654901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.84559	0	0	0	0	0	0
NODE_2583_length_4955_cov_6.505714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.88232	0	0	0	0	0	0	0	0	0	0	0	0	0	80.76456	0	0	0	0	0	0	0	0	0	0	0	49.59073	10.075504	0	0	0
NODE_2583_length_5240_cov_10.556413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.80031
NODE_2584_length_4046_cov_7.326485	0	0	0	0	0	0	0	0	0	0	0	0	88.273636	0	0	0	0	0	0	0	0	0	40.292072	65.7304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2584_length_8077_cov_13.134380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.206608	0
NODE_2585_length_4949_cov_11.253576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.093575	0	0	0	0	0	0	0	0	0	0	0	0	0	204.59178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2586_length_3788_cov_17.274846	0	0	0	748.94934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1449.6805	0	0	0	0	0	0	0	0	0	0	0	0	0	825.6538	0	0	0	304.5057	0	0	0	0	0	0	0	0	532.53	0	0	0
NODE_2586_length_8445_cov_6.687962	0	0	0	0	0	0	0	0	0	275.6414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2587_length_3774_cov_3.990858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.47752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
