Contig	240111_N1_DNA_S12_L002_sorted RPKM	240111_N1_DNA_S1_L001_sorted RPKM	240111_N2_VIROME_S26_L001_sorted RPKM	240111_N2_VIROME_S37_L002_sorted RPKM	240111_N3A_sed_DNA_S24_L001_sorted RPKM	240111_N3A_sed_DNA_S35_L002_sorted RPKM	240111_N3B_DNA_S4_L001_sorted RPKM	240111_N3B_VIROME_S28_L001_sorted RPKM	240111_N3_DNA_S14_L002_sorted RPKM	240111_N3_DNA_S3_L001_sorted RPKM	240113_N4_DNA_S6_L001_sorted RPKM	240113_N4_VIROME_S29_L001_sorted RPKM	240113_N5_DNA_S7_L001_sorted RPKM	240113_N5_VIROME_S30_L001_sorted RPKM	240114_N7A_VIROME_S31_L001_sorted RPKM	240114_N7A_VIROME_S43_L002_sorted RPKM	240114_N7B_DNA_S20_L002_sorted RPKM	240114_N7B_DNA_S9_L001_sorted RPKM	240114_N7B_VIROME_S32_L001_sorted RPKM	240114_N9_DNA_S11_L001_sorted RPKM	240114_N9_DNA_S22_L002_sorted RPKM	240114_N9_mat_DNA_S21_L001_sorted RPKM	240114_N9_VIROME_S34_L001_sorted RPKM	240115_N10_DNA_S12_L001_sorted RPKM	240115_N10_DNA_S23_L002_sorted RPKM	240115_N10_VIROME_S35_L001_sorted RPKM	240115_N11_mat_DNA_S22_L001_sorted RPKM	240115_N9_mat_DNA_S23_L001_sorted RPKM	240116_N11_DNA_S13_L001_sorted RPKM	240116_N11_VIROME_S36_L001_sorted RPKM	240116_N12_DNA_S14_L001_sorted RPKM	240116_N12_VIROME_S37_L001_sorted RPKM	240116_N13_DNA_S15_L001_sorted RPKM	240116_N13_VIROME_S38_L001_sorted RPKM	240117_GW01_DNA_S18_L001_sorted RPKM	240117_GW01_VIROME_S41_L001_sorted RPKM	240117_N14_VIROME_S39_L001_sorted RPKM	240117_N14_VIROME_S51_L002_sorted RPKM	240117_N15_DNA_S17_L001_sorted RPKM	240117_N15_DNA_S28_L002_sorted RPKM	240117_N15_VIROME_S52_L002_sorted RPKM	240119_GW02_VIROME_S42_L001_sorted RPKM	240119_GW02_VIROME_S54_L002_sorted RPKM	240119_GW03_DNA_S20_L001_sorted RPKM	240120_N3C_DNA_S5_L001_sorted RPKM	240120_N3C_VIROME_1_S38_L002_sorted RPKM	240120_N3C_VIROME_S27_L001_sorted RPKM
genomad_k141_678964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2982.99	2911.0806	0	0	0	0	0	0	0
genomad_k141_2759139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9682438	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_85637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.55949	88.50684	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_382712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.25264	0	25.2226	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2463218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.058361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2345743	497.60358	492.40872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1057.4253	884.0278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1453456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.514137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1572873	601.3148	496.54834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1915.5133	1896.4952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_919344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.306026	34.372658	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1454237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.915654	6.7415934	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3476486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1839.8486	1788.293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1274857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.05689	16.228693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1514767	0	0	0	0	1771.2186	1856.7332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1275194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.476616	0	12.705447	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1159279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.061497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1693852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.567764	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_801464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.070572	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_507392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.526236	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2351102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.28093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_865076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.894196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3242105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5146904	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2945771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.739212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_803689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.40731	23.611189	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3362101	0	0	0	0	0	0	0	0	0	0	0	0	31.367413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3124515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.73287	13.637081	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1280291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.25475	49.84495	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1638988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.060575	31.058533	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2707936	0	0	0	0	0	0	0	222.48323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.722748	102.15607	0	13.297102	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_153557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.233675	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3364786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.949431	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3422912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.14205	38.098896	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_34922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.406982	181.36371	0	74.360634	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3602507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.508857	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2888101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.330958	21.377792	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2651566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.08788	74.93765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_153998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.177697	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_570236	0	0	0	0	0	0	0	0	0	0	0	0	311.94214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3484417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.43103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3604698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.51858	14.635839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3544297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.695635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_37721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.010483	55.0809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_871653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.84206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_931021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.21649	10.726019	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2420780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.47014	22.798285	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2479833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.05947	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1469020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.64378	51.40036	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3431094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.471988	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1470145	0	0	188.64464	0	0	0	0	0	0	0	0	240.06772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1828235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.884457	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3374537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.503277	86.73881	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2482096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.119411	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1711347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.23336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1534753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293.5428	189.22238	0	13.569213	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_820632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.536228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2427160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.22523	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2606683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.091677	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_526245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.55553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1296640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40683.49	41742.453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1535817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328.5772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3319890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.738878	30.43811	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2843681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.883144	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2487888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.510715	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2190504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.864727	33.897385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1300333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.635117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2075380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.282455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1480252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.72279	14.954073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_474130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1080.1608	1163.8774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_232949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.94635	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_55449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.919571	12.683549	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3444180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.610115	90.59886	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1127452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.274265	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1008889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.564817	4.0408063	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3446620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.295157	7.317026	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_831056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.121328	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_3213609||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.992893	20.816116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_1192014||full	0	0	0	0	0	0	0	0	0	0	0	0	74.88197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_1377424||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.86836	8.105867	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_3459734||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.09123	72.9385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_2987315||full	0	0	0	0	0	0	0	0	0	0	13939.401	0	0	0	0	0	2865.9214	2996.0432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_2511442||full	539.07666	612.9064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1217.349	1120.6012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_1146597||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.830383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_1927250||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1898.4907	147.70815	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_1456462||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541.24255	168.64883	0	41.893894	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_1756646||full	0	0	0	0	0	0	0	0	0	0	0	0	45.33904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_2061751||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444.40204	432.74176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1364.4824	1639.5035	0	0	0	0	0	0	0
virsorter2_k141_165163||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.094315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_3318987||full	0	0	0	0	0	0	0	0	0	0	0	0	91.250946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_470198||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238.8839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_2555999||full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2274.5095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
virsorter2_k141_782313||0_partial	0	0	17143.217	17079.37	0	0	19878.74	11639.818	0	0	0	13999.02	0	19878.74	19878.74	19878.74	0	0	0	0	0	0	19878.74	19878.74	19878.74	17486.717	0	0	0	98.14845	0	0	0	6.481653	0	2333.4453	0	0	0	0	0	14407.588	14308.412	0	0	19878.74	19821.025
genomad_k141_3398944|provirus_1_28009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.837864	37.527332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1404113|provirus_25559_89286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.95434	2.8398254	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2835140|provirus_27870_97750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2729.9346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1129596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.163162	119.31726	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1902491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.047363	70.731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_772914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.77758	8.447516	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1902496	0	0	0	0	0	0	0	355.53812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.74624	437.6729	0	50.428814	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3032098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.667994	13.050538	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_118970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2963414	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1962014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.639545	69.21018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_178466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377.74496	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_237934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.784204	33.16389	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1902551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.515762	4.5425014	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1010769	0	0	0	0	945.64685	912.4107	0	0	5042.542	5096.5605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3269999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.88885	22.080103	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3745610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.28824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2259375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.967945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1605363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.85659	0	7.3580527	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_356851	0	0	0	0	0	0	0	535.3653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.12024	717.7603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_178537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.803368	51.18017	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1129760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12803.035	61998.324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_356874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.303112	68.55187	0	37.025417	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_713667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.166542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1129773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.769	88.92496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
