Contig	240111_N1_DNA_S12_L002_sorted RPKM	240111_N1_DNA_S1_L001_sorted RPKM	240111_N2_VIROME_S26_L001_sorted RPKM	240111_N2_VIROME_S37_L002_sorted RPKM	240111_N3A_sed_DNA_S24_L001_sorted RPKM	240111_N3A_sed_DNA_S35_L002_sorted RPKM	240111_N3B_DNA_S4_L001_sorted RPKM	240111_N3B_VIROME_S28_L001_sorted RPKM	240111_N3_DNA_S14_L002_sorted RPKM	240111_N3_DNA_S3_L001_sorted RPKM	240113_N4_DNA_S6_L001_sorted RPKM	240113_N4_VIROME_S29_L001_sorted RPKM	240113_N5_DNA_S7_L001_sorted RPKM	240113_N5_VIROME_S30_L001_sorted RPKM	240114_N7A_VIROME_S31_L001_sorted RPKM	240114_N7A_VIROME_S43_L002_sorted RPKM	240114_N7B_DNA_S20_L002_sorted RPKM	240114_N7B_DNA_S9_L001_sorted RPKM	240114_N7B_VIROME_S32_L001_sorted RPKM	240114_N9_DNA_S11_L001_sorted RPKM	240114_N9_DNA_S22_L002_sorted RPKM	240114_N9_mat_DNA_S21_L001_sorted RPKM	240114_N9_VIROME_S34_L001_sorted RPKM	240115_N10_DNA_S12_L001_sorted RPKM	240115_N10_DNA_S23_L002_sorted RPKM	240115_N10_VIROME_S35_L001_sorted RPKM	240115_N11_mat_DNA_S22_L001_sorted RPKM	240115_N9_mat_DNA_S23_L001_sorted RPKM	240116_N11_DNA_S13_L001_sorted RPKM	240116_N11_VIROME_S36_L001_sorted RPKM	240116_N12_DNA_S14_L001_sorted RPKM	240116_N12_VIROME_S37_L001_sorted RPKM	240116_N13_DNA_S15_L001_sorted RPKM	240116_N13_VIROME_S38_L001_sorted RPKM	240117_GW01_DNA_S18_L001_sorted RPKM	240117_GW01_VIROME_S41_L001_sorted RPKM	240117_N14_VIROME_S39_L001_sorted RPKM	240117_N14_VIROME_S51_L002_sorted RPKM	240117_N15_DNA_S17_L001_sorted RPKM	240117_N15_DNA_S28_L002_sorted RPKM	240117_N15_VIROME_S52_L002_sorted RPKM	240119_GW02_VIROME_S42_L001_sorted RPKM	240119_GW02_VIROME_S54_L002_sorted RPKM	240119_GW03_DNA_S20_L001_sorted RPKM	240120_N3C_DNA_S5_L001_sorted RPKM	240120_N3C_VIROME_1_S38_L002_sorted RPKM	240120_N3C_VIROME_S27_L001_sorted RPKM
genomad_k141_1920896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.370764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1803071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.301544	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2456667	0	0	0	0	2501.1658	2231.9187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_970450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.88651	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3170322	0	0	0	0	0	0	0	0	0	0	0	0	41.474815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2218646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.627266	0	14.562201	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1387106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.402689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1505957	0	0	0	0	0	0	0	0	0	0	0	0	187.2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3111128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.21119	23.466667	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1920994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.60589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2872461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.47875	330.29977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_19361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.52853	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2456781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.43716	72.71453	92.69275	275.5461	0	36.20493	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1208227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620.46783	300.3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1624756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.832726	110.67098	623.2721	0	229.38808	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_911145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.783074	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3527003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.564762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_733272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.446915	27.239315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3111281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.79151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2933095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.17734	51.17471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2516606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.542732	179.7645	0	25.625547	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_79204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772.9259	51.088425	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1506199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.60535	23.487705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_256797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.869194	161.01164	0	73.51604	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2813119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.401375	11.506366	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3766314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.10553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1029900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.320837	3.5862985	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2635903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.198097	261.1126	43.28122	53.989178	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3229864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.76819	16.40256	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1387388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.70621	4.6322703	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2933178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.383568	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2992601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.722548	81.22793	111.76417	0	47.94343	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2576162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.585432	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2218989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.260466	33.583054	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_316343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.71224	88.24363	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_495330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.97775	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2279232	0	0	0	0	0	0	0	0	10573.692	11060.196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2339036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.509757	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2636007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.263277	31.426546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1090067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.46266	114.33023	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2992666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.33479	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2099784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.84524	18.966318	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_673692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.4856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2636082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.481636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2992699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480.2618	533.7634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2339120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.84238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1625021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.468544	72.74408	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1266727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.737804	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1208584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507.94293	503.7571	0	0	0	0
genomad_k141_1625088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.520991	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2933421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.614254	23.20081	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_316565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.376532	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_791641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.493494	4.988005	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2219265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.173615	4.012545	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3230133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.39133	64.77259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1149572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.40392	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3230145	0	0	0	0	618.74896	704.56506	0	0	1653.5574	1427.6713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1981368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.735592	111.10634	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_911638	0	0	0	0	0	0	0	0	0	0	0	0	91.06063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2992862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.65511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3587499	0	0	0	0	0	0	0	0	0	0	0	0	68.88303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1743933	2545.9336	2564.7925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707.9012	688.8741	0	0	0	0	0	0	0
genomad_k141_1266916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.195152	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1981393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.017548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2457259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1623.0723	3923.9192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3230178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.330982	28.702368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1506648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.07202	403.92612	0	137.67067	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_852919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.517645	36.649494	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2933615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.262587	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1030273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.775024	60.644863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_79705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.62523	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1981484	0	0	0	0	2176.9812	2210.2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3290060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.95053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2279661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.525052	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1565770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.798832	155.4534	151.87921	0	48.462673	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_852981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.843834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3290102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.80376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2457341	0	0	0	0	0	0	0	254.13062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.4068	295.39905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_376971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.048267	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3408583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.311466	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1921640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.91357	259.04825	0	115.07877	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2159859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.420319	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2694940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.382294	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2339601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.432175	344.18576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1862821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.922905	62.71592	0	3.1039784	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1921771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.54855	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1862833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.998547	67.35361	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2100235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.221928	10.544239	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_971403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.955517	0	6.067498	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2279858	0	0	0	0	0	0	0	732.588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1082.7965	792.5902	0	13.20509	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3469145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.06352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3587863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.758366	259.74097	56.533348	34.681335	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2695042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.11483	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1030542	0	0	0	0	0	0	0	0	0	0	0	0	155.6933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2813897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.442265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_554579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.04016	0	0	10.92274	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1625573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.81562	21.30304	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2576917	0	0	0	0	0	0	0	457.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.414116	154.58543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3707222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.755672	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2576921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343.79236	28.131039	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_734017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327.03085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1981784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.452869	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_138805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359.04822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_317008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.100643	49.529617	0	26.94136	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1862999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.8222	0	58.514797	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_80112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.004395	0	4.3076153	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2041761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.77387	27.24277	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3171458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.402403	22.603216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_20534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.73232	143.7265	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_317100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.412909	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1507132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.169178	12.263901	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_317107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.22043	239.00522	1307.2932	0	317.40015	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2457759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.222845	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2100498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.877527	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2934111	0	0	0	0	0	0	0	0	0	0	0	0	86.76011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1981913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.19046	11.998275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
