Contig	240111_N1_DNA_S12_L002_map_sorted_plasmid RPKM	240111_N1_DNA_S1_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S26_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S37_L002_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S24_L001_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S35_L002_map_sorted_plasmid RPKM	240111_N3B_DNA_S4_L001_map_sorted_plasmid RPKM	240111_N3B_VIROME_S28_L001_map_sorted_plasmid RPKM	240111_N3_DNA_S14_L002_map_sorted_plasmid RPKM	240111_N3_DNA_S3_L001_map_sorted_plasmid RPKM	240113_N4_DNA_S6_L001_map_sorted_plasmid RPKM	240113_N4_VIROME_S29_L001_map_sorted_plasmid RPKM	240113_N5_DNA_S7_L001_map_sorted_plasmid RPKM	240113_N5_VIROME_S30_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S31_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S43_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S20_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S9_L001_map_sorted_plasmid RPKM	240114_N7B_VIROME_S32_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S11_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S22_L002_map_sorted_plasmid RPKM	240114_N9_mat_DNA_S21_L001_map_sorted_plasmid RPKM	240114_N9_VIROME_S34_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S12_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S23_L002_map_sorted_plasmid RPKM	240115_N10_VIROME_S35_L001_map_sorted_plasmid RPKM	240115_N11_mat_DNA_S22_L001_map_sorted_plasmid RPKM	240115_N9_mat_DNA_S23_L001_map_sorted_plasmid RPKM	240116_N11_DNA_S13_L001_map_sorted_plasmid RPKM	240116_N11_VIROME_S36_L001_map_sorted_plasmid RPKM	240116_N12_DNA_S14_L001_map_sorted_plasmid RPKM	240116_N12_VIROME_S37_L001_map_sorted_plasmid RPKM	240116_N13_DNA_S15_L001_map_sorted_plasmid RPKM	240116_N13_VIROME_S38_L001_map_sorted_plasmid RPKM	240117_GW01_DNA_S18_L001_map_sorted_plasmid RPKM	240117_GW01_VIROME_S41_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S39_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S51_L002_map_sorted_plasmid RPKM	240117_N15_DNA_S17_L001_map_sorted_plasmid RPKM	240117_N15_DNA_S28_L002_map_sorted_plasmid RPKM	240117_N15_VIROME_S52_L002_map_sorted_plasmid RPKM	240119_GW02_VIROME_S42_L001_map_sorted_plasmid RPKM	240119_GW02_VIROME_S54_L002_map_sorted_plasmid RPKM	240119_GW03_DNA_S20_L001_map_sorted_plasmid RPKM	240120_N3C_DNA_S5_L001_map_sorted_plasmid RPKM	240120_N3C_VIROME_1_S38_L002_map_sorted_plasmid RPKM	240120_N3C_VIROME_S27_L001_map_sorted_plasmid RPKM
k141_3358754	56.976215	45.35008	0	0.10945871	4.8528214	11.865725	0	0	73.335556	51.48089	30.343191	0.043442957	37.646526	0	0	0	32.067722	21.8821	0	0.86805964	0.76169056	0.15247226	0.010173383	3.213767	6.586574	0.0441976	0.07835515	0.13773584	3.5576606	1.163033	1.0572063	0	0.17024444	0	0.95978415	0	19.434855	42.017742	39.85066	48.936146	0	0	0	0.9768758	0	0	0
k141_2406784	3.8211687	4.9963174	0.059004422	0.04088399	0	2.281163	0	0	2.573708	2.3781025	10.699059	0	10.939304	0	0	0	4.187127	3.7442653	0	0	0	0	0	0	0	0.028889475	0	0	0	0	0	0.28766906	0.44511673	0	2.5094268	0	4.0542984	4.475717	24.077204	27.461334	0	0	0	0	0	0	0
k141_1634185	11.936088	8.471579	0	0	0	0	0	0	3.390052	3.4804482	6.861673	0	18.174593	0	0	0	3.54392	2.411148	0	0	0	0	0	2.7327976	1.6802499	0.02114045	0	0.52705085	0	0	0	0	0	0	0	0	0.39557517	1.1909801	13.565052	14.074293	0	0	0	0	0	0	0
k141_3060844	0	0	0	0	0	0	0	0	0	0	0	0	39.508457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1158781	0	0	0	0	0	0	0	0	0	0	0	0	34.819717	0	0	0	0	0	0	1.618711	5.6814384	0.05686442	0	0	0	0	3.7989242	1.7978969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_683140	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18824686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.431656	0	0	0	0	0	0	0	0	0	0	0
k141_3001790	0	0	0	0	0	0	0	0	0	0	0	0	71.290306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3945929	5.5983706	0	0	0	0	0	0	0	0	0
k141_1217447	5.6350727	6.4980435	0	0	0	0	0	0	7.0637436	6.5890493	20.90334	0	5.26921	0	0	0	6.7250357	11.392156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0150285	7.420032	0	0	0	0	0	0	0
k141_3416734	87.62286	88.402695	0.13376236	0.15888608	4.6961136	9.456223	0	0	125.7766	129.28448	94.90693	0	37.494373	0	0	0	47.90197	51.802322	0	0.73502463	0	0.15492603	0	16.327436	11.897909	0.46780086	0.13269356	0	1.6431433	0.43768525	1.7903669	0.18632646	0.21623027	0	1.6253837	0	25.55987	33.73349	53.685696	57.691204	0	0	0	0	0	0	0
k141_3298461	37.490265	31.957052	0	0.07147638	12.675542	9.571432	0	0	38.47111	51.831074	47.000416	0	9.597577	0	0	0	27.076077	27.231354	0	0	0	0.13938984	0	0	2.0071442	0.20202678	0	0.62958914	0.88702	0	0	0	0	0	0	0	10.395764	26.3197	15.831638	13.75565	0	0	0	1.4884298	0	0	0
k141_3477378	5.7662015	2.310127	0	0	0	0	0	0	3.8625257	4.5081697	4.2732954	0	1.7522626	0	0	0	4.9410386	7.926106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.086617	31.033604	0	0	0	0	0	0	0
k141_980013	8.699221	10.630207	0	0	0	0	0	0	4.8109193	4.3464985	3.6124485	0	17.011755	0	0	0	1.9111254	1.3438061	0	0	0	0.31794304	0	0.93076575	0	0.08640292	0	0	0.08430248	0	0	0	0	0	0	0	8.622673	5.678916	14.0197115	19.68698	0	0	0	0	0	0	0
k141_2108797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47608116	0	0	0	0	0	0	121.18342	0	1.1003443	1.0306319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_623376	36.20067	19.611689	0.020421159	0.02829952	6.273257	6.3160005	0	0	56.785217	82.68913	3.7063882	0.019655593	18.087328	0	0	0	19.170624	26.53948	0	0	0	0.05518838	0	0	0	0.079988115	0	0	0	0.233871	0	0	0	0	0	0	27.128033	26.755888	68.249565	60.691883	0	0	0	0.5893114	0	0	0
k141_3120636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.340244	0	1.020869	1.4874095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3655904	6.106516	5.034202	0	0	0	0	0	0	2.9292836	2.6064074	2.0550632	0	13.112363	0	0	0	1.020746	1.4520876	0	0	0	0	0	0	0	0	0	0	0.28516826	0	0	0.24252781	0	0	0	0	0	0	13.51769	16.171772	0	0	0	0	0	0	0
k141_2585573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.07642	260.593	108.85164	0	0	0	0	67.61228	53.39037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_563040	0	0	0	0	0	0	0	0	0	0	0	0	258.54803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2645187	117.426025	119.89089	0	0	0	0	0	0	0	0.41345683	100.776474	0	0.5554798	0	0	0	170.6353	189.62984	0	0	0	0	0	34.087234	44.162342	0	0	0	0	0	0	0	0	0	0	0	0	0	44.106457	37.484608	0	0	0	0	0	0	0
k141_88865	0	0	0	0	0	0	0	0.35464597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0452724	55.26188	0.25248402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_266830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.397213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2881689	24.205112	23.603397	0	0	0	2.599057	0	0	33.722256	29.804562	34.528854	0	2.2436607	0	0	0	16.524769	15.4644375	0	0	0	0	0	0	1.635079	0	0	0	0	0	0	0.40969688	0	0	0	0	1.9247037	1.1589625	6.9036455	5.7127395	0	0	0	0	0	0	0
k141_1634274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.655	35.18871	0	0	0	0.33840582	0	0	0	0	0	0	0	0	0	0	0
k141_2763034	20.75973	18.781977	0	0.06703483	3.9626274	3.4909241	0	0	21.732706	20.449247	17.730116	0	11.2284155	0	0	0	12.296994	13.506306	0	0	0	0	0.26167658	1.5308061	0.62747335	0.15789402	0	0.19682212	1.8486676	0.55398476	0.50357646	0.15722412	0.12163818	0	0	0	8.56798	8.005684	35.751312	37.100548	0	0	0	0	0	0	0
k141_2526072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.262756	0	0	0	0	117.80104	55.401752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_800248	8.5956	6.5714173	0	0	3.759385	1.2616667	0	0	8.98564	10.083829	7.5154276	0	11.869465	0	0	0	6.487081	7.9728875	0	0	0	0	0	1.2909255	1.5874408	0	0	0	0	0	0.63699746	0	0	0	0	0	0.74745095	0.562598	20.844063	29.509155	0	0	0	3.5315764	0	0	0
k141_3416805	12.991974	18.217518	0	0	3.2258265	0	0	0	6.6415744	5.9251914	24.04373	0.050536375	29.295797	0	0	0	3.680999	3.1985388	0	0	0	0	0	1.6615623	0	0	0	0	0	0	0	0	0	0	0	0	3.3671792	4.3447514	24.553371	22.605862	0	0	0	1.515175	0	0	0
k141_2168358	10.53526	8.441532	0	0	0	0	0	0	7.992079	11.992198	7.088333	0	12.108451	0	0	0	2.7313845	2.623525	0	0	0	0	0	0	0	0.046005048	0	0	0	0	0	0	0	0	0	0	0.8608357	0	12.21507	11.792576	0	0	0	0	0	0	0
k141_1455563	0	0	0	0	0	0	0	0	0	0	0	0	23.886965	0	0	0	0.15360934	0.17101626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_147267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.660429	5.505504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2821952	17.316555	19.376518	0.047145586	0	2.896568	2.1872282	0	0	25.602663	20.521582	30.396414	0	1.6055658	0	0	0	14.833458	11.727601	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22985274	0	0	0	0	23.324087	22.10728	1.447115	3.533746	0	0	0	0	0	0	0
k141_980092	1.4176095	0.8908866	0.043136094	0	6.625574	5.3365746	0	0	0	0.23180649	3.95513	0	8.802371	0	0	0	95.00363	95.586624	0	0	0	0	0	0	0	0	0.29953995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3358881	0	0	0	0	0	0	0	0	0	0	0	0	15.012935	0	0	0	0.2648666	0.5897623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1337142	0	0	0	0	8.947038	9.007999	0	0	0.6352012	0.5217111	0	0	13.330698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_623461	12.369381	9.074207	0.08531391	0.11822751	0	0	0	0	9.210216	9.169268	10.624448	0	4.6835155	0	0	0	4.960007	6.38828	0	0	0	0	0	0	0	0.020885505	0	0	0	0.48852393	0	0	0	0	0	0	10.942531	3.529852	33.195576	36.434414	0	0	0	0	0	0	0
k141_3061005	38.79692	30.953184	0	0	13.229919	11.988056	0	0	10.238014	16.894764	14.601696	0	41.500813	0	0	0	26.879482	26.236012	0	0	0	0	0	0	0	0	0	0	0.2468839	0	0	0	0	0	0	0	0	0	160.96368	177.61722	0	0	0	0	0	0	0
k141_2645255	129.48961	137.37318	0.11710409	0.12982573	0	0	0	0	0.05107952	0	3.8662016	0	0.34456635	0	0	0	84.74249	91.878334	0	0	0	0	0	0	0	0.45868775	0	0	0	0	0	0	0	0	0	0	0	0	48.440674	45.152622	0	0	0	0	0	0	0
k141_683273	9.383288	7.3112206	0.03649527	0	0	0	0	0	5.094027	6.1777716	9.551754	0	10.440059	0	0	0	2.9954448	2.9643438	0	0	0	0	0	0	0	0.07147459	0	0	0	0	0	0.35585672	0	0	0	0	3.0091853	1.0066578	12.454074	13.4228525	0	0	0	0	0	0	0
k141_1692641	29.634584	28.295345	0	0	0	0	0	0	0.1615126	0.5969496	112.00005	0	0.121057004	0	0	0	37.040005	32.23798	0	0	0	0	0	4.687162	7.9251795	0	0	0	0	0	0	0	0	0	0	0	0	0	8.290227	9.358914	0	0	0	0	0	0	0
k141_2763100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.668964	0	0	0	0	1.863007	8.187172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3535813	0	0	0	0	0	0	0	0	0	0	0	0	21.205317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_862118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.45503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2703626	12.241817	16.81532	0.14283961	0.19794628	0	0	0	0	12.668697	7.9318385	10.65345	0.13748471	24.542881	0	0	0	7.164627	7.0096674	0	0	0	0.064337574	0	4.520297	11.117147	0.13987295	0	0.5811935	0	0	1.8587555	0	1.4367353	0	0	0	0	0	18.999088	15.35412	0	0	0	0	0	0	0
k141_683294	8.083688	7.1968603	0	0	0	0	0	0	5.5557675	6.328114	1.8910649	0	18.83694	0	0	0	1.7259423	3.1110406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.670373	11.394313	0	0	0	0	0	0	0
k141_2348485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.608486	0	0	0	0	0	32.46721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3715956	0	0	0	0	0	0	0	2.7485428	0	0	0	0	0	6.3945246	0	0	0	0	0	0	0	0	3.346857	0	0	0.010536379	0	0	0	0	12.853537	111.788826	0	0	0	0	0	0	0	0	0	1.1691104	1.4222273	0	0	0	0
k141_1397041	15.110392	17.7259	0.16858983	0.2761091	0	0.9480483	0	0	9.025	8.400858	8.740966	0	19.374643	0	0	0	4.245582	6.457863	0	0	0	0.082839206	0	0	1.1928433	0.24012853	0	0	0	0	1.1966401	0	0.11561869	0.9901084	0	0	3.650748	3.8047533	15.053956	17.311691	0	0	0	0	0	0	0
k141_3715969	0	0	0	0	15.552007	13.04831	0	0	0	0	0	0	111.73659	0	0	0	0.2885599	0.07139097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2168441	10.952215	12.250534	0	0	0	0	0	0	7.960949	8.786221	11.252528	0	5.3867803	0	0	0	10.337832	12.546838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3934094	3.1464112	59.385178	57.33117	0	0	0	0	0	0	0
k141_2228298	0	0	0	0	0	0	0	0.84719473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4636195	0	0	0.025639515	0	0	0	0	17.887829	4.6593595	21.134785	1.2686155	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2703653	12.265151	11.994217	0.033569448	0	0	2.5956492	0	0	17.644363	18.129885	10.916451	0	7.911109	0	0	0	8.380706	6.9019413	0	0	2.2660484	0	0	0	2.6126962	0.03287224	0	0	0.19243872	0.3844503	0	0.32732776	0.12662037	0	0	0	16.607637	15.741222	35.639748	31.481274	0	0	0	0	0	0	0
k141_1634413	36.006077	37.81204	0	0	2.78426	2.1024234	0	0	38.94109	42.739456	24.868904	0	4.889218	0	0	0	25.571995	21.625544	0	0	0	0.24494264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8125277	5.000028	87.6334	80.33668	0	0	0	0	0	0	0
k141_2050174	0	0	0	0	0	0	0	0	0	0	0	0	0.5834449	0	0	0	0	0	0	0	0	3.5746245	0	0	0	0	55.692913	10.76379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_147363	0	0	0	0	5.8053536	2.9224546	0	0	0	0	0	0	17.29945	0	0	0	0	0	0	0	0	2.170562	0	0	0	0	2.788617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3298674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.079746	75.78811	183.47392	0	0	0	0	3.1672575	30.83557	0.10056443	0	0	0	0	0	0	0	3.535808	2.4194212	0	0	0	0	0	0	0	0	0
k141_2942586	0	0	0	0	0	0	0	0.05132832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4709632	0.6612615	86.62963	5.8414063	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1871471	0	0	0	0	4.22987	2.1293454	0	0	0	0	0	0	24.25894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3535892	15.343377	14.593005	0	0	0	0	0	0	24.205954	19.505465	19.830395	0	2.3821294	0	0	0	10.15127	12.038667	0	0	0	0	0	0	0	0.031593964	0	0	0	0	0	0	0	0	0	0	0	0	4.136094	4.9491143	0	0	0	0	0	0	0
k141_742980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.57988	0	0	0	0	0	0	0	0	0	0	0
k141_2228387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7944386	1.4882138	24.37073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2585745	0	0	0	0	0	1.7515028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.293873	0	0	0	0	0	0	0	0	0	0	0
k141_3535934	0	0	0	0	4.040174	0	0	0	0	0	0	0	16.661625	0	0	0	0	0	0	0	0	0.6516226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2466242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.880452	0	0	0	0	48.77662	18.844288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2942645	13.655356	14.266592	0.14484058	0.54039794	4.107153	8.270275	0	0	0.097196735	0.23949239	36.65825	0	12.2511015	0	0	0	54.030212	63.461727	0	0	0	0	0	30.322412	19.077188	1.2219405	0	0	0	0	0	0	0	0	0	0	0	0	5.7534194	6.4477897	0	0	0	0	0	0	0
k141_1990487	6.462723	5.4829607	0	0	9.061576	9.123318	0	0	0.32166645	0.39629245	0.17660955	0.047320087	30.003012	0	0	0	0.16813312	0.24958116	0	0	0	0	0	0	0	0.04814208	0	0	0	0	0	0	0	0	0	0	0.9008233	0	11.628512	10.28364	0	0	0	0	0	0	0
k141_800503	0	0	0	0	0	0	0	0.7092805	0	0	0	0	0	3.802157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.06827	36.699154	17.75981	2.46096	0	0	8.096891	7.985818	0	0	0	0	0	0	0	0	0
k141_921362	9.926011	11.581212	0.10134109	0.046812627	0	0	0	0	6.2622156	6.35356	3.9236407	0	13.841693	0	0	0	4.2166805	2.315102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8568869	1.8635441	17.992828	20.255762	0	0	0	0	0	0	0
k141_325992	14.232676	13.692929	0.096366554	0.4006326	0	0	0	0	15.468525	14.396467	10.194149	0	26.369997	0	0	0	8.107276	6.2619324	0	0	0	0.052086312	0	17.07783	13.500303	0.113238126	0	0	0.11048532	0	0.60192335	0	0.29078746	0	0	0	4.9440656	3.1897228	15.590047	13.30385	0	0	0	0	0	0	0
k141_2407098	0	0	0	0	0	0	0	0	0	0	0	0	17.891396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2348638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5747331	0	0	0	0	0	0	0	706.63934	0	0	0	0	0	0	0	0	0	0	0	0
k141_3596620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.658106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1455775	0	0	0	0	0	0	0	0	0	0	0	0.11964221	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24344103	0	0	0	0	13.263745	94.33719	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6556516	0.63793236
k141_3656151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7849367	38.000805	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1276028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426.9293	0	0	0	0	0	0	0	0	0	0	0	0
k141_3298783	50.76995	43.194115	0.22131516	0.15334861	0	1.1408321	0	0	58.725605	61.745136	33.561783	0.17751525	27.31407	0	0	0	31.347275	29.867071	0	0	0	0.39873758	0.099768385	5.836443	4.3062167	0.2528384	0.2561379	0	5.7091565	1.2672933	4.6079183	0.3596653	0.5565181	0	4.706208	0	45.282932	33.575245	81.851166	90.85061	0	0	0.043726806	0	0	0	0
k141_2942713	0	0	0	0	0	0	0	0	0	0	0	0	29.1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3656171	15.240824	16.105593	0	0	0	0	0	0	0.18689536	0.23025471	2.389442	0	28.68177	0	0	0	2.1980042	2.066424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.452633	25.916662	0	0	0	0	0	0	0
k141_1634475	0	0	0	0	0	0	0	0	0	0	0	0	34.118958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3359100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.19399	74.28483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_326068	0	0	0	0	0	0	0	0	0	0	0	0	0.41038737	0	0	0	0	0	0	0	0	28.641281	0	0	0	0	179.78091	25.61043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.209883	0	0	0
k141_1515666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6245407	1.0924437	36.70501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1990597	1.7586428	3.006162	0	0	0	0	0	0	0.2976095	0	0.5524516	0	6.853035	0	0	0	0.31111738	0.46183074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6865425	17.364037	0	0	0	0	0	0	0
k141_3477657	0	0	0.0063485773	0.008797821	0.58507335	0.5890598	0	0.51534265	0	0	0	0	0	0	0.34866032	0.54064035	0	0	0	0	0	0.01715709	3.1681507	0	0	0	0	0	0	0	51.104595	43.332428	0.035919227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1217876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2023869	35.162315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1930620	0	0	0	0	0	0	0	0	0	0	0	0	59.053333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1634516	0	0	0	0	0	0	0	0	0	0	0	0	13.400074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_206617	13.915403	13.609465	0.05292856	0	0	0.409253	0	0	23.260008	23.252121	22.852545	0	15.523195	0	0	0	12.625477	14.778311	0	0	1.7864261	0.07151997	0.023860078	1.2562314	0	0.1295732	0	0	0.3034159	0.9092374	0.413252	0.51609385	0.3992817	0	0	0	7.516084	7.299707	11.324563	13.008733	0	0	0	0.7637031	0	0	0
k141_800602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.524868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3179996	0	0	0	0	0	0	0	0	0	0	0	0	15.690258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3002182	0	0	0	0	2.9067638	2.9265695	0	0	0	0	0	0	15.53858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_89102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.35436	0	0	0	0	0	0	0	0	0	0	0
k141_28697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.90837	0	0	0	0	22.86903	63.22999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1692959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51149184	2.8745172	39.69048	0.5290149	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1634534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17539833	0	0	0	0	0	0	0	0	10.38812	5.0627537	60.956062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1099709	6.024764	5.425113	0.1780882	0.7403807	0	1.3770095	0	0	19.22583	23.207676	10.258831	0	10.759097	0	0	0	6.394962	7.458666	0	0	0	0	0	1.4089432	0	0.08719473	0	0	0	0	0	0	0	0	0	0	4.894702	4.9122505	21.061512	18.082434	0	0	0	0	0	0	0
