Contig	240111_N1_DNA_S12_L002_map_sorted_plasmid RPKM	240111_N1_DNA_S1_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S26_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S37_L002_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S24_L001_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S35_L002_map_sorted_plasmid RPKM	240111_N3B_DNA_S4_L001_map_sorted_plasmid RPKM	240111_N3B_VIROME_S28_L001_map_sorted_plasmid RPKM	240111_N3_DNA_S14_L002_map_sorted_plasmid RPKM	240111_N3_DNA_S3_L001_map_sorted_plasmid RPKM	240113_N4_DNA_S6_L001_map_sorted_plasmid RPKM	240113_N4_VIROME_S29_L001_map_sorted_plasmid RPKM	240113_N5_DNA_S7_L001_map_sorted_plasmid RPKM	240113_N5_VIROME_S30_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S31_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S43_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S20_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S9_L001_map_sorted_plasmid RPKM	240114_N7B_VIROME_S32_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S11_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S22_L002_map_sorted_plasmid RPKM	240114_N9_mat_DNA_S21_L001_map_sorted_plasmid RPKM	240114_N9_VIROME_S34_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S12_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S23_L002_map_sorted_plasmid RPKM	240115_N10_VIROME_S35_L001_map_sorted_plasmid RPKM	240115_N11_mat_DNA_S22_L001_map_sorted_plasmid RPKM	240115_N9_mat_DNA_S23_L001_map_sorted_plasmid RPKM	240116_N11_DNA_S13_L001_map_sorted_plasmid RPKM	240116_N11_VIROME_S36_L001_map_sorted_plasmid RPKM	240116_N12_DNA_S14_L001_map_sorted_plasmid RPKM	240116_N12_VIROME_S37_L001_map_sorted_plasmid RPKM	240116_N13_DNA_S15_L001_map_sorted_plasmid RPKM	240116_N13_VIROME_S38_L001_map_sorted_plasmid RPKM	240117_GW01_DNA_S18_L001_map_sorted_plasmid RPKM	240117_GW01_VIROME_S41_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S39_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S51_L002_map_sorted_plasmid RPKM	240117_N15_DNA_S17_L001_map_sorted_plasmid RPKM	240117_N15_DNA_S28_L002_map_sorted_plasmid RPKM	240117_N15_VIROME_S52_L002_map_sorted_plasmid RPKM	240119_GW02_VIROME_S42_L001_map_sorted_plasmid RPKM	240119_GW02_VIROME_S54_L002_map_sorted_plasmid RPKM	240119_GW03_DNA_S20_L001_map_sorted_plasmid RPKM	240120_N3C_DNA_S5_L001_map_sorted_plasmid RPKM	240120_N3C_VIROME_1_S38_L002_map_sorted_plasmid RPKM	240120_N3C_VIROME_S27_L001_map_sorted_plasmid RPKM
k141_717574	64.610886	63.594536	0	0	1.5844427	0.7976193	0	0	39.93346	43.169468	20.04157	0.024822162	21.190552	0	0	0	39.996746	42.74537	0	0	0	0	0.0116256075	0	1.0035721	0.025253348	0	0	0	0	0.4027066	0	0.0972732	0	0	0	3.5440106	2.1340299	208.60512	204.44673	0	0	0	0	0	0	0
k141_479778	0	0	0	0	1.6924102	1.2779562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078955285	0	0.96783274	1.1415383	38.391647	0.2224421	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3690933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.86982	54.600483	1.4949478	13.628958	41.52679	0	0	0	6.3150024	7.3939166	0	0	0	0	0	0	0	0	0
k141_300637	34.306435	31.159843	0	0	0	0	0	0	8.34021	6.9838724	5.3508663	0.028755972	3.2069747	0	0	0	14.304209	17.441835	0	0	0	0.040370073	0.02693606	0	0	0.058510978	0	0	0	0	0	0	0	0	0.635305	0	0.27371094	0.82407665	90.30064	82.80284	0	0	0	0	0	0	0
k141_3036632	475.88327	498.44244	0.5060402	0.5394366	33.48208	42.137768	0	0	1.528125	1.6734643	965.8476	0	8.3675	0	0	0	971.0705	987.86334	0	5.989184	0	0	0	514.91595	513.5185	2.1917684	0	0	0	0	0	0	0	0	0	0	0	0	282.61087	265.7114	0	0	0	0	0	0	0
k141_1490236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.65947	0	0	0	0	0	0	0	0	0	0	0	0	0.021994656	0.005987081
k141_122835	0	0	0	0	1.0940075	0.82609624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.175865	11.776753	0	0.73791295	0.15111913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1787661	0	0	0	0	12.811225	20.637627	0	0	0	0	0	0	15.80455	0	0	0	0	0	0	0	0	0	0	11.217994	6.491614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_776988	0	0	0	0	2.817508	2.127529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.31626	49.187386	19.156914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_360866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.242348	20.419392	0	0.3442659	0.066586286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_122846	0	0	0	0	0	0	0	0	0	0	0	0	60.86053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3453016	0	0	0	0	16.356752	20.07062	0	0	0.07257869	0.17883362	0	0	67.09238	0	0	0	0	0	0	0	0	4.2719417	0	0	0	0	6.4704785	1.2186501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_420327	0	0	0	0	0	0	0	0	0	0	0	0	21.63652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_63306	0	0	0	0	0	0	0	0	0	0	0	0	101.93225	0	0	0	0	0.18123637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1133616	0	0	0	0	52.629936	126.85135	0	0	0.22645451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.432105	5.0622644	86.74996	1.6769507	9.935934	0	0	0	0	0	0	0	0	0	0	0	0
k141_2322952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.396423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_420344	0	0	0	0	20.930708	17.241808	0	0	0.40527007	0.3328613	0	0	101.89402	0	0	0	0.42366448	0.9433478	0	0	0	4.5197	0	0	0	0	2.5807369	0	0.3550805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2144297	0	0	0	0	196.3584	164.97897	0	0	113.29194	111.39428	0	0	17.132545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2025596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.96962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2322957	56.823742	52.65023	0	0	26.26836	32.2327	0	0	97.21003	99.51494	55.36576	0	7.2948284	0	0	0	44.231247	47.479965	0	0	0	0	0.48185027	0	0	0	0	0	0.30637163	0	0	0.2605607	0	0	0	0	4.406691	7.3708177	18.237915	15.278121	0	0	0	0	0	0	0
k141_2144299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.972694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_63331	0	0	0	0	0	0	0	0	0	0	0	0	0.052937835	0	0	0	0	0	0	0	0	8.926995	0	0	0	0	51.10409	29.6478	0	0	0	0	0	0	0	0	2.6702397	1.3399065	0	0	0	0	0	0	0	0	0
k141_777018	10.952936	8.684208	0	0.09876323	0	2.2042375	0	0	15.154651	16.755577	9.180085	0	21.600988	0	0	0	5.9714003	5.7888007	0	0	0	0.096301675	0	1.1276776	0	0	0	0	0.20427483	2.040481	0	0.3474603	0.13440825	0	0	0	9.141016	8.846152	15.055511	14.8453455	0	0	0	0	0	0	0
k141_1490291	0	0	0	0	0	0	0	0.19783807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.213465	34.266434	83.119514	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066740173
k141_63342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.103379	0	0	0	0	75.3607	7.595876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3512238	0	0	0	0	0	0	0	0	0	0	0	0	9.699284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3215152	15.568475	14.726806	0.083889574	0	5.154074	2.5945961	0	0	11.023253	9.185237	10.92422	0.08074465	19.158373	0	0	0	7.279936	6.1751575	0	0	0	0	0	0	1.6322727	0.020536816	0.072816856	0	0.36067623	0.60045993	0	0	0	0	0	0	3.650661	1.73546	20.069517	19.99683	0	0	0	0	0	0	0
k141_3036738	295.25	278.95135	0.47806618	0.5230273	37.10123	38.910442	0	0	405.4208	384.68164	275.53583	0.3632716	122.08867	0	0	0	165.21487	161.20027	0	0	0	1.6319728	2.223168	27.868961	35.24939	1.0841072	0.3494446	0.3071339	5.192603	2.3052626	3.9290657	3.189454	2.1828384	0	1.0701001	0	189.94658	154.07521	167.09335	185.26105	0	0	0	0.72610414	0	0	0
k141_420389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89087725	31.152264	14.059089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2560854	31.151	20.88952	0.03845839	0.106590815	0	2.3789365	0	0	32.87925	26.660334	19.953482	0.11104989	13.411523	0	0	0	13.87577	14.0570965	0	0	0	0.10393417	0	3.6511586	3.7415006	0.03765964	0	0.46944472	0.6613946	0.6606605	0	0.7499973	0.4351828	0	0	0	21.84503	19.624933	38.60815	36.669437	0	0	0	0	0	0	0
k141_1193024	0	0	0	0	0	0	0	0	0	0	0	0	0.0041947016	0	0	0	0	0	0	0	0	19.535606	0	0	0	0	100.12574	1.6914527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2025647	0	0	0	0	0	0	0	0	0	0	0	0	49.962196	0	0	0	4.6690545	8.048747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2620545	19.543365	19.444216	0.03474078	0	0	0	0	0	0	0	118.571724	0	1.4292018	0	0	0	77.107704	77.33591	0	0	0	0	0	43.426517	39.881943	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1954353	1.8167143	0	0	0	0	0	0	0
k141_2560859	12.578747	12.327918	0	0.037260942	0	1.6632094	0	0	21.579815	22.396057	24.805084	0	12.936682	0	0	0	7.2183566	7.5074053	0	0	0	0	0	0	0	0.052658714	0	0	0.07706788	0.1539647	1.259596	0	0	0	0	0	3.6950157	4.820741	8.156005	9.092486	0	0	0	0	0	0	0
k141_1846873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.488182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1133665	73.83193	81.49333	0	0	0	0	0	0	1.0124329	2.9482	0.21657348	0	9.324526	0	0	0	24.67962	21.959618	0	0	0	0	0	0	0	1.2810782	0	0	0	0	0	0	0	0	0	0	0	1.1640569	220.74475	215.68434	0	0	0	0	0	0	0
k141_300765	0	0	0	0	1.1914754	1.1995937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.418636	52.30332	0	1.5127633	0	0	1.2371535	0	0	0	0	0	0	0	0	0	0	0	0
k141_242035	0	0	0	0	0	0	0	0	3.1898298	2.8819005	0	0	13.0699415	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0312655	2.9755337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3393485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.701786	79.54769	11.725523	0	14.690966	20.844652	0	7.0672016	67.3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1906383	79.10066	84.58561	0	0.05245493	48.837067	53.26731	0	0	82.96567	94.992485	6.5786457	0.03643287	110.39549	0	0	0	19.741081	19.21585	0	0	0	0	0	0	0	0.03706574	0	0	0.21698807	0	0	0	0	0	0	0	0	0	203.87029	195.82913	0	0	0	0	0	0	0
k141_895961	3.5275033	2.6827455	0	0	0	0	0	0	2.1584563	2.4099128	1.7776365	0	16.14437	0	0	0	0.5817345	1.5700758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11665622	0	0	0	0	0	8.208787	8.410058	0	0	0	0	0	0	0
k141_1966042	0	0	0	0	3.1245236	6.291626	0	0	0	0	0	0	28.58363	0	0	0	0	0	0	0	0	0.68719244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_717726	28.002922	25.484856	0.03576692	0.07434837	4.394953	2.212449	0	0.040606465	26.209908	24.98674	13.6990595	0	10.290167	0	0	0	13.393964	19.791561	0	0	0	0.09666044	0.032247297	2.2637572	0.6959311	0.12258424	0	0	0.82014334	1.0240414	0.2792585	0.69750947	0	0	0	0	9.17507	15.291799	54.311348	58.54272	0	0.039454315	0	0	0	0	0
k141_1906393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.29445	86.219246	8155.5977	4.360521	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_242050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.799038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3334257	0	0	0	0	0	0	0	0.026830608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.118849	74.08605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2204095	0	0	0	0	0	0	0	9.680744	0	0	0	0.02699773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.02066	55.794353	0.63479286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3096238	10.272243	9.427656	0	0	2.191063	1.102996	0	0	6.6111317	5.5576973	2.867247	0.034325585	1.1853565	0	0	0	4.2077	5.793409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32672474	1.4755324	38.119473	38.417267	0	0	0	0	0	0	0
k141_182225	689.381	686.2439	0.03461552	0.14390995	205.23001	134.36197	0	0	16.91078	13.951371	387.04785	0	58.810387	0	0	0	1137.5294	1160.8645	0	0	0	0	0	73.394585	59.943985	5.4404025	0	0	0.0992177	0	0	0	0	0	0	0	0	0	76.625694	76.087234	0	0	0	0	0	0	0
k141_3453124	7.862158	11.406809	0.37657472	0.17395167	0	0	0	0	0.65703106	0.809461	269.01758	0	1.3542603	0	0	0	190.8591	166.82903	0	0	0	0	0	10.328127	3.9078205	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7224896	1.6629122	0	0	0	0	0	0	0
k141_2441913	0	0	0	0	0	0	0	0.09121285	0	0	0	0.103106685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.600115	83.562164	0	0	0	0	0	0	0	0	0	1.9497459	2.8572707	0	0	0	0
k141_3155476	58.941853	64.45237	0.17935275	0.24854597	7.8708687	5.5471487	0	0	84.60199	78.068855	64.61324	0.049322575	30.518782	0	0	0	38.29173	37.07037	0	0.98554385	0	0.4154593	0.06930156	7.297445	5.9824066	0.20071742	0.3558393	0.62550867	0.881271	1.7605858	2.4005795	0.2498323	0.86978483	0	1.0896825	0	17.839943	21.908722	76.23954	74.8531	0	0	0	0	0	0	0
k141_2620583	168.20357	173.89793	0	0	0	0	0	0	2.2402656	5.682359	521.2444	0	8.798945	0	0	0	307.22556	342.32776	0	0	0	0	0	126.202545	139.90639	0.26625848	0	0	0	0	0	0	0	0	0	0	0	0	15.328343	15.21947	0	0	0	0	0	0	0
k141_2620589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84230095	103.04302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_538558	0.30272558	0.64683557	0	0	0	0	0	0	11.1566	8.555505	1.2233106	0	10.580618	0	0	0	1.7851495	1.3249611	0	0	0	0	0	1.6518832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4088926	6.7331543	0	0	0	0	0	0	0
k141_479911	109.273575	111.47049	0	0	64.0164	54.784695	0	0	442.5586	511.49557	36.54799	0	77.32727	0	0	0	45.61126	44.167934	0	0	0	0	0	0	0	0	0	0	0	0	0.8135298	0	0	0	0	0	5.7275605	4.3110714	158.40675	146.9342	0	0	0	0	0	0	0
k141_2560915	47.86284	50.756332	0	0.19026297	0	1.4154552	0	0	0	0	50.45595	0	1.994947	0	0	0	89.13363	97.57885	0	0	0	0	0	27.517328	33.837845	0	0	0	0	0	0	0	0	0	0	0	0	0	62.882824	69.24364	0	0	0	0	0	0	0
k141_955332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.143398	0	0	0	0	28.46228	24.72853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3274595	8.917568	9.636617	0	0	32.576393	35.258232	0	0	23.937311	16.811136	19.936234	0	15.427964	0	0	0	7.2532697	5.787231	0	0	0	0	0	2.516923	0	0	0	0	0.30395448	0.6072343	0	0	0	0	2.2550194	0	3.8861554	5.1188655	10.62665	13.216674	0	0	0	0	0	0	0
k141_2144422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13020514	0	106.303925	3.5013103	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_361004	0	0	0	0	0.86177635	0.8676482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8761264	1.6640338	75.26869	0.7551178	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2382536	0	0	0	0	19.43086	52.168682	0	3.141746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2346511	90.201515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_63408	0	0	0	0	3.0687907	6.1794004	0	0	1.3072257	1.8789161	0	0	45.029633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3096263	0	0	0	0	77.12526	76.93177	0	0	69.05292	62.336937	0	0	23.838936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_122994	12.247336	13.817208	0.20273314	0.07023659	0	0	0	0	6.0795603	5.174914	5.6008306	0	34.714195	0	0	0	3.0333068	3.8594737	0	0	0	0	0	0	0	1.2903965	0	0	0.29054475	0	0	0	0.095585965	0	0	0	7.4294147	2.7960188	40.90584	42.053055	0	0	0	0	0	0	0
k141_63417	16.651684	13.000295	0	0.19676138	0	2.9276	0	0	6.296432	5.4681845	20.280695	0	10.134901	0	0	0	7.5263844	6.967708	0	0	0	0	0.08534179	1.4977463	1.841767	0	0	0	0	0	1.4781034	0	4.462922	0	0	0	19.945623	9.79099	18.88536	16.994678	0	0	0	0	0	0	0
k141_2263765	0	0	0	0	67.413185	76.35658	0	0	109.94613	108.01877	9.42656	0	0	0	0	0	0.10423491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3512350	0	0	0	0	0	0	0	0	0	0	0	0	0.3036019	0	0	0	0	0	0	0	0	12.400632	0	0	0	0	95.476036	30.405733	0	0	0	0	0	0	2.7878442	0	0	0	0	0	0	0	0	0	0	0	0
k141_1966097	3.2278194	4.4592032	0.028788192	0.07978901	0	0	0	0	5.085623	3.3261178	3.644192	0.027708957	14.376524	0	0	0	0.7876221	1.2422396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52749	1.5881436	12.78682	10.788938	0	0	0	0	0	0	0
k141_2263785	20.343304	17.090693	0	0.066287346	4.4082465	0	0	0	25.663258	22.620356	16.921452	0.09208051	16.88939	0	0	0	9.97873	14.44844	0	0	0	0.12927043	0	0	0	0.14052005	0	0	0.27420807	0	0.74694186	0.69961935	0	0	0	0	11.832202	11.874621	11.227638	15.925428	0	0	0	0	0	0	0
k141_896050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.1394	0	0	0	0	24.109097	76.377045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2020142	0	0	0
k141_2263788	7.7707367	5.316941	0	0	0	0	0	0	4.728151	6.917274	3.5540073	0	10.459269	0	0	0	3.0119896	3.3246458	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4403966	0	0	0	0	7.4481378	5.6061306	21.773573	17.63515	0	0	0	0	0	0	0
k141_4028	0	0	0	0	0	0	0	0.016886033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.29327	28.872187	1.6257992	2.9730792	0.70126694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1787829	0	0	0	0	0	0	0	0	0	0	0	0	72.42248	0	0	0	0	0	0	0	0	0.8200861	0	0	0	0	0.7437183	0.8715587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3393562	6.526041	6.972115	0	0	0	0	0	0	1.646884	3.1031122	3.1457543	0.04275384	14.643058	0	0	0	2.354586	2.2549734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.426193	11.846406	0	0	0	0	0	0	0
k141_2025768	2.8674982	3.9275646	0.038033973	0	0	0	0	0	3.4839005	2.759245	6.447636	0	16.703743	0	0	0	2.40634	1.5446631	0	0.7314888	0	0	0	1.2036219	0	0.29795235	0	0	0	0	0	0.37086028	0	0	0	0	2.0907054	0	17.786257	17.303663	0	0	0	0	0	0	0
k141_3453206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70071363	0	0	0	0	84.26226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2858188	0	0	0	0	0	0	0	0.23119672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.469486	50.475677	0.03072468	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037436944
k141_1966116	520.5244	555.50165	0	0	0	0	0	0	30.416746	42.173862	2.2277992	0	0	0	0	0	282.93503	288.38498	0	0	0	0	0	0	0	6.5429544	0	0	0	0	0	0	0	0	0	0	0	0	239.09235	249.03435	0	0	0	121.30165	0	0	0
k141_1371736	50.654392	54.53358	0	0	0	0	0	0	0	0	6.657348	0	0	0	0	0	48.88946	45.763542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2858199	43.923985	38.728348	0	0	1.401581	0	0	0	20.000751	25.253845	13.947143	0	80.56094	0	0	0	12.248665	13.434007	0	0	0	0	0	1.4438559	0	0.11169421	0	0	0	0.52251834	1.4249197	0	0	0	0	0	5.8519883	6.921713	93.91251	82.31362	0	0	0	0	0	0	0
k141_1847016	7.0698676	6.2476377	0	0	0	2.7928731	0	0	2.8556316	1.8197237	1.6837246	0	16.606201	0	0	0	3.397001	1.2606491	0	0	0	0	0	0	0	0.044212446	0	0	0	0	0	0	0	0	0	0	0.82729286	4.981553	9.048894	9.129421	0	0	0	0	0	0	0
k141_479988	0	0	0	0	64.922295	95.5958	0	0	0	0	0	0	423.0128	0	0	0	1.6262121	1.475217	0	0	0	0.14278692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_955406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.349403	28.283222	59.9	0	0	0	0	44.127365	47.734684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2917861	7.691574	5.8971324	0	0.032433823	4.3138337	2.5335488	0	0	3.7772515	5.6597433	3.7674217	0.022527097	18.702023	0	0	0	3.0415614	2.1386712	0	0	0	0	0	0	0	0.011459206	0	0	0	0	0.36547217	0	0	0	0	0	1.0721099	3.5506473	7.0994024	7.384207	0	0	0	0	0	0	0
k141_538634	205.00626	199.43124	0.44112924	0.30565712	48.7844	45.02374	0	0.05008175	295.1657	269.7695	251.63133	0.2122959	76.12388	0	0	0	139.39632	117.90609	0	5.9388156	10.422187	0.5364702	0.7755543	26.523924	44.632774	1.3175005	0.15316156	0.8077007	4.5518355	2.0207927	2.7553747	4.9465485	0.16638921	1.4248852	3.7521985	0	205.30495	197.11795	125.92466	145.79076	0	0	0	0.6365028	0	0	0.010136971
k141_2442003	20.02445	16.428211	0.03535299	0.097983934	3.2580676	2.1868448	0	0	27.29444	25.83746	18.674913	0	11.432835	0	0	0	10.276817	10.678621	0	0	0	0.095541805	0.0318741	1.1187795	1.3757544	0	0	0	1.013315	0	0	0.34471866	0.1333477	0	1.5035441	0	11.983888	12.676952	27.320145	26.436825	0	0	0	0	0	0	0
k141_3631831	4.588244	7.137801	0	0.05770367	23.024485	41.21132	0	0	7.6283174	11.411946	4.9219584	0.040078413	2.200815	0	0	0	5.1264977	5.70743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76296496	3.4456515	18.946035	15.169696	0	0	0	0	0	0	0
k141_1906455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11435691	0	111.27825	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1074313	26.014551	23.106108	0.3166362	0.43879256	4.8634367	5.71267	0	0	35.90944	41.120853	35.22506	0.25397158	14.075669	0	0	0	18.04774	17.5478	0	1.0149516	0	0.4278562	0	0	3.080458	0.4909283	0.36645722	0	0.15126123	2.4174936	0	0.5145741	0	0	0	0	15.471385	21.106813	38.590233	37.255478	0	0	0.06256006	0	0	0	0
k141_2382598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.22014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1668997	0	0	0	0	0	0	0	0	0	0	0	0	48.30463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
